1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
74790,0.0245072,-0.0760725,-3.7768815,0.4639544,-0.5467809,-0.704118,-1.1678543,-1.1657305,0.1326662,-0.4094777,-0.4030871,-1.0495638,-0.1880537,-4.576201,0.2264297,-1.1481745,-0.9512355,-1.8173656,0.509744,-0.3706735,-0.7156292,-2.3042331,0.5627723,-1.2575958,0.3506977,-0.3893861,-0.753417,-3.0264518,-0.435943,-0.7538053,0.2573643,-2.2806036,-0.4633586,-0.580707,-1.7093878,1.4742552,-3.1260841,1.1546406,3.3360586,-0.4313639,-3.3481312,4.3710823,-2.0383778,0.0051131,-2.9212582,1.0790504,-3.4312544,-1.0841844,
74791,-0.0044614,-0.058082,-3.7784231,0.4414295,-0.5936742,-0.7057787,-1.1869155,-1.1494212,0.1253369,-0.4130219,-0.4111698,-1.06832,-0.2091763,-4.6045637,0.2132553,-1.1968893,-0.970705,-1.8236581,0.5027332,-0.3749345,-0.7258421,-2.3123503,0.5566549,-1.2643247,0.3424627,-0.3896112,-0.7785105,-3.0311916,-0.444234,-0.7698973,0.2319651,-2.3057256,-0.4765556,-0.5818658,-1.7222229,1.448357,-3.1460726,1.1620214,3.3958755,-0.5168973,-3.3641248,4.3251796,-2.0520551,-0.0002858,-2.9368522,1.0848087,-3.4293952,-1.1055174,
74792,-0.0658217,-0.017119,-3.7655897,0.3861105,-0.6299864,-0.767997,-1.2301983,-1.114897,0.1099744,-0.4203815,-0.4517908,-1.0858603,-0.1963973,-4.6812868,0.1103622,-1.3182445,-0.9774476,-1.8480908,0.4887937,-0.3834868,-0.7350699,-2.3445535,0.5613177,-1.3019159,0.3264284,-0.3906631,-0.7640823,-3.0923867,-0.4607972,-0.8020065,0.2389744,-2.3770294,-0.5022345,-0.5837983,-1.7479278,1.3968135,-3.1959682,1.1804457,3.418133,-0.6510337,-3.3962271,4.2340612,-2.0715127,-0.0140142,-2.9648995,1.0951653,-3.4507477,-1.1493795,
74793,-0.0927579,0.0038742,-3.7598922,0.3656692,-0.6551414,-0.7775418,-1.2441298,-1.1004348,0.1024029,-0.4235502,-0.4740618,-1.0992821,-0.1732399,-4.743567,0.0971352,-1.3660274,-0.9754857,-1.8622493,0.4808731,-0.3864177,-0.7345966,-2.3565691,0.5551819,-1.3086039,0.3181934,-0.3908882,-0.7569275,-3.1228704,-0.4428226,-0.8277088,0.3034004,-2.4691536,-0.5152586,-0.583729,-1.7607911,1.371159,-3.2258613,1.191484,3.418133,-0.6510337,-3.3639116,4.1196027,-2.0801828,-0.0265151,-2.9773526,1.0997638,-3.4394014,-1.1842624,
74794,-0.1297842,0.0509826,-3.7106535,0.3202508,-0.6662633,-0.8297719,-1.280112,-1.0653884,0.0903871,-0.4269844,-0.486128,-1.1272235,-0.0785354,-4.8498201,0.0705175,-1.4608654,-0.9608904,-1.8944727,0.4658417,-0.392102,-0.7118412,-2.4004462,0.5513543,-1.334011,0.3051581,-0.3912085,-0.7176659,-3.1790113,-0.4332037,-0.8693089,0.3098204,-2.5394843,-0.5318075,-0.5843549,-1.7305157,1.2839065,-3.2557132,1.2025069,3.43958,-0.7836042,-3.2843912,3.9378188,-2.066088,-0.0632495,-2.9929054,1.1055067,-3.445374,-1.2128527,
74795,-0.1289486,0.0731476,-3.6741509,0.3115385,-0.6486161,-0.8550061,-1.2889475,-1.0527544,0.0883821,-0.4267888,-0.4901602,-1.1365131,0.0100301,-4.9180117,0.1059598,-1.5777481,-0.9482633,-1.9125285,0.4609998,-0.3942088,-0.6900261,-2.4203014,0.5536433,-1.3527024,0.30044,-0.3904371,-0.6855142,-3.2047331,-0.4415384,-0.8852078,0.3417252,-2.5851057,-0.5343225,-0.5821636,-1.7018485,1.2429146,-3.2557132,1.2025069,3.43958,-0.7836042,-3.1893039,3.8018513,-2.0561638,-0.07744,-2.9929054,1.1055067,-3.4091525,-1.2462867,
74796,-0.0770361,0.1219004,-3.547941,0.2930985,-0.5667514,-0.9039326,-1.2847089,-1.0260043,0.0978821,-0.4210638,-0.4698553,-1.1655475,0.1983258,-5.0405831,0.1407448,-1.6935165,-0.8972334,-1.9514376,0.4569131,-0.3961179,-0.6305666,-2.4599402,0.564297,-1.3833545,0.3007396,-0.3878562,-0.6020452,-3.2632124,-0.4320453,-0.9265845,0.347762,-2.6547432,-0.5138359,-0.5771211,-1.5888008,1.1252263,-3.2059417,1.1841285,3.5559332,-0.9499804,-2.98353,3.5756867,-2.0127442,-0.1146428,-2.9711261,1.0974646,-3.3305924,-1.2846704,
74797,-0.0296872,0.1424077,-3.4723978,0.2977685,-0.5238401,-0.9197779,-1.268675,-1.0160913,0.111032,-0.4158832,-0.4455247,-1.1852831,0.2982908,-5.0951242,0.1268664,-1.7395405,-0.8587833,-1.9723152,0.4604122,-0.3959528,-0.5928949,-2.4797337,0.558158,-1.3899802,0.3063019,-0.3857912,-0.5315167,-3.3030574,-0.4142312,-0.9520572,0.3794101,-2.6999977,-0.490552,-0.5717506,-1.4909838,1.0735101,-3.15606,1.1657094,3.5179644,-0.9972131,-2.825593,3.4180987,-1.9713596,-0.1406164,-2.9493191,1.0894122,-3.2959828,-1.2970829,
74798,0.0917448,0.1816496,-3.2948029,0.3023259,-0.3946546,-0.9674807,-1.2196438,-0.9929081,0.1518082,-0.4034865,-0.3886929,-1.2062687,0.4938485,-5.1673355,0.2084112,-1.9218379,-0.7773188,-2.0090694,0.4798707,-0.3953214,-0.5014374,-2.5193949,0.5687548,-1.4205364,0.3263437,-0.379438,-0.43536,-3.3385642,-0.404864,-0.9932104,0.4424495,-2.7901392,-0.4207764,-0.5581091,-1.2734841,0.9619237,-3.0259075,1.1176497,3.5754251,-1.0793778,-2.5379493,3.2125857,-1.8874978,-0.1773141,-2.8869154,1.0663692,-3.1839287,-1.3270627,
74799,0.1528834,0.2013269,-3.2104454,0.3086957,-0.3298018,-0.9914281,-1.193978,-0.9801012,0.1763802,-0.3964908,-0.3501061,-1.2312616,0.6344633,-5.2192588,0.1940444,-1.966844,-0.7297621,-2.0199573,0.4929444,-0.3933128,-0.4531424,-2.5313385,0.5916421,-1.4378598,0.3393101,-0.3759452,-0.3774879,-3.3599339,-0.3609623,-1.0282277,0.531357,-2.8562646,-0.3776894,-0.5505621,-1.1677901,0.9222454,-2.9454854,1.0879532,3.6326036,-1.1611385,-2.426579,3.1222959,-1.840027,-0.195135,-2.8494043,1.0525179,-3.1237001,-1.3384418,
74800,0.2525152,0.2263139,-3.0632923,0.3156027,-0.2037576,-1.0566343,-1.1313249,-0.9648399,0.2263187,-0.3841002,-0.2930827,-1.252318,0.83269,-5.2924557,0.2883531,-2.1016982,-0.6343394,-2.041827,0.5255587,-0.390703,-0.3506647,-2.5632961,0.6145166,-1.4551648,0.367273,-0.3687675,-0.2743592,-3.3842132,-0.3170452,-1.0632235,0.6203179,-2.9223213,-0.2915848,-0.5333674,-0.9265054,0.8466263,-2.8041196,1.0357529,3.6895125,-1.2425137,-2.0512247,2.93309,-1.7467715,-0.219713,-2.7804847,1.0270689,-3.0012269,-1.3823665,
74801,0.2928829,0.2346636,-3.0067921,0.3183776,-0.1644375,-1.0897895,-1.1024914,-0.9562576,0.2498064,-0.3793869,-0.2645299,-1.2628613,0.9181293,-5.3240047,0.2735793,-2.1459479,-0.5972941,-2.0488198,0.5406758,-0.3889451,-0.3128683,-2.571363,0.6374049,-1.4724749,0.3788349,-0.3652126,-0.2160766,-3.4057345,-0.3085243,-1.0475909,0.6780941,-2.9436555,-0.2522932,-0.52566,-0.8119922,0.8186118,-2.7432861,1.0132898,3.6895125,-1.2425137,-1.9181881,2.8831472,-1.7039639,-0.230561,-2.7522447,1.016641,-2.9661191,-1.3949579,
74802,0.337456,0.2492386,-2.9302149,0.3185692,-0.0858333,-1.1560051,-1.0639642,-0.9447971,0.2872939,-0.3724214,-0.2013908,-1.3076309,1.0611805,-5.3768277,0.3667582,-2.2791867,-0.5230109,-2.0628631,0.5700295,-0.388032,-0.2368463,-2.5994349,0.6374049,-1.4724749,0.3965051,-0.3593107,-0.1381656,-3.4345038,-0.2559769,-1.0669944,0.7360209,-2.9650455,-0.1877439,-0.5130624,-0.6027397,0.7700676,-2.672121,0.9870116,3.7461388,-1.3234849,-1.6499672,2.7824552,-1.610088,-0.2553582,-2.7145269,1.0027136,-2.868645,-1.4401383,
74803,0.3528751,0.2513343,-2.9086683,0.3200951,-0.0683402,-1.1810189,-1.0550821,-0.9352705,0.3019217,-0.3704283,-0.1769691,-1.327366,1.1186281,-5.3980403,0.4130684,-2.3454068,-0.5075504,-2.061872,0.5813529,-0.3873245,-0.2206283,-2.5995269,0.6519413,-1.4778426,0.403035,-0.3575741,-0.0991143,-3.4489238,-0.2296689,-1.0767088,0.7360209,-2.9650455,-0.1639308,-0.5076753,-0.4939341,0.7292213,-2.6619408,0.9832525,3.7461388,-1.3234849,-1.4468948,2.7062204,-1.5750244,-0.2632923,-2.701936,0.9980642,-2.8415341,-1.4600698,
74804,0.3683015,0.253434,-2.8782365,0.3090165,-0.033431,-1.2309364,-1.0409886,-0.9276209,0.323034,-0.3689096,-0.1668777,-1.341796,1.2216537,-5.4536915,0.4436576,-2.4543624,-0.4702643,-2.0689335,0.5986683,-0.3873452,-0.1879555,-2.6115916,0.6519413,-1.4778426,0.4096613,-0.3549622,-0.046996,-3.4819705,-0.2296689,-1.0767088,0.7940708,-2.986481,-0.1305696,-0.4997317,-0.3111443,0.67563,-2.6823013,0.9907707,3.7461388,-1.3234849,-1.1279356,2.5383775,-1.4867326,-0.2964376,-2.6924996,0.9945798,-2.7872906,-1.49992,
74805,0.3646757,0.2586187,-2.8782365,0.3090165,-0.0377986,-1.2477894,-1.0387677,-0.9252359,0.3299946,-0.368729,-0.1567927,-1.3562168,1.2339205,-5.4406133,0.4436576,-2.4543624,-0.4593414,-2.0729668,0.6049532,-0.3872147,-0.1770463,-2.6156199,0.6602866,-1.4897758,0.410288,-0.3538402,-0.046996,-3.4819705,-0.211964,-1.1020256,0.7940708,-2.986481,-0.121101,-0.4971471,-0.2230728,0.6425674,-2.7026479,0.9982839,3.802489,-1.4040616,-0.9901493,2.4866514,-1.4545438,-0.3085215,-2.6956403,0.9957396,-2.7683885,-1.5270616,
74806,0.3590094,0.2606815,-2.8859875,0.3071531,-0.0248071,-1.2894502,-1.0395358,-0.9185627,0.3377384,-0.3696684,-0.1610315,-1.3653415,1.2628292,-5.4512877,0.4736783,-2.5623457,-0.454749,-2.0679626,0.6141641,-0.3886549,-0.1661371,-2.6196482,0.6686255,-1.5016998,0.4089392,-0.3529023,-0.0144092,-3.5077915,-0.1942847,-1.1273056,0.8834821,-3.0526154,-0.1147939,-0.4914642,-0.0982939,0.5806952,-2.7737167,1.0245265,3.8585761,-1.4842618,-0.8515919,2.4346361,-1.3981241,-0.3297018,-2.7082314,1.0003889,-2.7224226,-1.574023,
74807,0.3497236,0.2679198,-2.89816,0.3115846,-0.0074745,-1.3142345,-1.0425382,-0.9142695,0.3391786,-0.3710308,-0.1652832,-1.3744481,1.2628292,-5.4512877,0.5190898,-2.6272807,-0.4438262,-2.071996,0.6161657,-0.3889038,-0.1552143,-2.6236815,0.6831894,-1.5070776,0.4065528,-0.3525205,-0.0144092,-3.5077915,-0.1766375,-1.1525397,0.914623,-3.0971446,-0.1167402,-0.4901252,-0.0761281,0.572374,-2.8243558,1.0432253,3.8585761,-1.4842618,-0.7365764,2.3435333,-1.3819885,-0.3357593,-2.7208085,1.005033,-2.7035956,-1.6010566,
74808,0.3250116,0.2730583,-2.9318657,0.3144851,-0.0336336,-1.3229388,-1.0589839,-0.9018889,0.3369342,-0.3745871,-0.1695139,-1.3835554,1.2173004,-5.4168477,0.4579053,-2.6046879,-0.4610786,-2.0589118,0.6187842,-0.3913414,-0.1661371,-2.6196482,0.7060656,-1.524356,0.3979643,-0.3512773,-0.0339965,-3.5005589,-0.1502885,-1.1622692,1.0314074,-3.1402681,-0.1311808,-0.4869908,-0.0175019,0.5353497,-2.9354153,1.0842347,3.9143937,-1.5640764,-0.5968626,2.2910836,-1.3577437,-0.3448609,-2.7522447,1.016641,-2.6754177,-1.6415169,
74809,0.3080399,0.2792368,-2.9622149,0.3255337,-0.0336336,-1.3229388,-1.0642006,-0.8999897,0.3346798,-0.3767641,-0.1838176,-1.3782736,1.1884328,-5.406188,0.5031435,-2.6693749,-0.4719878,-2.0548835,0.6177071,-0.3924144,-0.1826056,-2.6076705,0.7206431,-1.5297389,0.3936414,-0.3511069,-0.0535564,-3.4933362,-0.1502885,-1.1622692,1.0314074,-3.1402681,-0.1409484,-0.4861859,-0.0175019,0.5353497,-2.9957802,1.1065249,4.0101123,-1.5994214,-0.5968626,2.2910836,-1.3496621,-0.3478948,-2.767935,1.0224348,-2.6566722,-1.6684334,
74810,0.276157,0.2947016,-3.0018828,0.3306183,-0.0770376,-1.3069115,-1.0880767,-0.8880907,0.3278946,-0.3805637,-0.2123704,-1.3677303,1.1020081,-5.3742752,0.3968577,-2.5821455,-0.4938199,-2.0468218,0.6152725,-0.3954374,-0.2153057,-2.5955958,0.741472,-1.5285989,0.3836201,-0.3498189,-0.1121538,-3.4716985,-0.1151692,-1.1565197,1.1764694,-3.1608033,-0.1620075,-0.4853268,0.0047191,0.5270078,-3.1160831,1.1509476,4.1468277,-1.5907009,-0.5267165,2.2647502,-1.3496621,-0.3478948,-2.802443,1.0351772,-2.6286135,-1.7087228,
74811,0.2612259,0.3040019,-3.0260773,0.3394263,-0.1160188,-1.2741537,-1.096296,-0.8818983,0.324996,-0.3825165,-0.2366924,-1.3480796,1.0279146,-5.3292599,0.2905629,-2.4947288,-0.5156245,-2.0387702,0.6146575,-0.3971713,-0.2426423,-2.5796049,0.7769341,-1.5328488,0.3784663,-0.3484458,-0.1446584,-3.4459081,-0.1064173,-1.1409996,1.2634119,-3.1597888,-0.1731119,-0.484036,0.0047191,0.5270078,-3.1760209,1.1730801,4.1875677,-1.546255,-0.5018117,2.3033261,-1.3415805,-0.3509287,-2.8181059,1.0409608,-2.6192753,-1.7221316,
74812,0.2447094,0.3216086,-3.0623484,0.3526308,-0.2546134,-1.1677288,-1.1179439,-0.8676103,0.320233,-0.3851427,-0.2995975,-1.3034849,0.8967311,-5.2631364,0.0778785,-2.3192956,-0.5546269,-2.0176547,0.6117609,-0.3995333,-0.2972599,-2.5476303,0.8167093,-1.5120956,0.3700131,-0.3463548,-0.2030643,-3.4243412,-0.0093003,-1.1392754,1.4671191,-3.1351156,-0.1898903,-0.4833731,0.0047191,0.5270078,-3.2656591,1.2061796,4.4657063,-1.5291296,-0.5018117,2.3033261,-1.3465393,-0.3438381,-2.8462772,1.0513632,-2.5745523,-1.7482241,
74813,0.235431,0.328851,-3.074425,0.3570273,-0.3325951,-1.1019678,-1.1261495,-0.8614228,0.3185982,-0.3861732,-0.3624525,-1.2588748,0.8515013,-5.2287321,-0.0888059,-2.2090147,-0.5763769,-2.0096235,0.6119155,-0.4010612,-0.3245545,-2.5316415,0.8502968,-1.4978547,0.3663044,-0.3450444,-0.2355133,-3.3985574,0.0350298,-1.1179504,1.6130866,-3.0883181,-0.1967936,-0.4822503,-0.0317412,0.5557109,-3.3153205,1.2245173,4.5495038,-1.4390641,-0.5018117,2.3033261,-1.3465393,-0.3438381,-2.8587856,1.055982,-2.5745523,-1.7482241,
74814,0.2209024,0.3496258,-3.0820863,0.3551381,-0.5530205,-0.9463022,-1.1403927,-0.8466167,0.315354,-0.3882708,-0.4779364,-1.1840593,0.7041878,-5.1388469,-0.5270678,-1.8998172,-0.6153108,-1.9885331,0.6117499,-0.4034376,-0.3790754,-2.4996889,0.9177083,-1.46929,0.3598142,-0.3427514,-0.3004352,-3.3469267,0.106213,-1.0494823,1.9097621,-2.9939814,-0.209966,-0.4808938,-0.0903804,0.5927538,-3.3846807,1.2501291,4.8196254,-1.293197,-0.6635796,2.4604537,-1.3676612,-0.3306797,-2.8806751,1.0640649,-2.5213788,-1.7672948,
74815,0.2172702,0.3548195,-3.0881178,0.3573339,-0.6561257,-0.8895937,-1.1516134,-0.8361179,0.3139486,-0.3896583,-0.5548018,-1.1341803,0.6590517,-5.1044021,-0.751637,-1.7673787,-0.6325013,-1.9754651,0.6114424,-0.4043046,-0.4063217,-2.483711,0.966336,-1.4604259,0.3564882,-0.3420241,-0.3328881,-3.3210938,0.1778756,-1.0378417,2.0605404,-2.9464409,-0.216274,-0.4806328,-0.1268182,0.6214826,-3.4143398,1.2610809,5.0080395,-1.2381195,-0.6635796,2.4604537,-1.3807081,-0.3205459,-2.8900425,1.0675238,-2.5036228,-1.7736629,
74816,0.1894303,0.3765824,-3.0957718,0.3554488,-0.9003795,-0.7433227,-1.1658492,-0.8213077,0.3089535,-0.3932882,-0.726212,-1.0385705,0.5404855,-5.0249758,-1.3029904,-1.4140519,-0.6713933,-1.9543766,0.6105199,-0.4069054,-0.4443605,-2.4637411,1.070534,-1.4361031,0.3480738,-0.3399603,-0.3977977,-3.2693789,0.2950865,-1.0045563,2.4615338,-2.8502815,-0.2316749,-0.4804565,-0.2295803,0.6751307,-3.4637117,1.2793119,5.4377489,-1.079565,-0.8958026,2.6447778,-1.4179722,-0.3013207,-2.9087775,1.0744419,-2.4680836,-1.7864089,
74817,0.1745136,0.385891,-3.1034055,0.3535497,-1.0237559,-0.6790131,-1.1770827,-0.8107907,0.3050669,-0.395135,-0.8065578,-0.9981169,0.4953955,-4.9904661,-1.4767433,-1.3498921,-0.6885628,-1.9413093,0.6087004,-0.4081945,-0.471552,-2.4477835,1.1346545,-1.4327691,0.3433293,-0.3391796,-0.4171385,-3.2622373,0.3404496,-0.9828502,2.6831791,-2.8259678,-0.2407802,-0.4805234,-0.2736917,0.6916904,-3.493288,1.2902331,5.6349196,-1.0231725,-0.9655632,2.6709664,-1.4421619,-0.2922397,-2.9181449,1.0779009,-2.4503007,-1.7927866,
74818,0.1407065,0.3981984,-3.1203146,0.3456979,-1.2933165,-0.5606967,-1.1957074,-0.8007966,0.296931,-0.4003423,-0.9602445,-0.9413668,0.4108323,-4.9592404,-1.9816781,-1.1131297,-0.7102306,-1.9333084,0.6047137,-0.4116112,-0.4983725,-2.4437966,1.2185308,-1.409542,0.3328166,-0.3381657,-0.4751064,-3.2408321,0.4590735,-0.9493784,3.1706023,-2.8269732,-0.2639088,-0.4809008,-0.38364,0.7329658,-3.5424948,1.308403,6.1002522,-0.9986445,-1.1736884,2.7490981,-1.4904863,-0.2740984,-2.9399655,1.0859582,-2.4494448,-1.8131725,
74819,0.1181911,0.4063951,-3.1295426,0.3397211,-1.4390641,-0.5068782,-1.2061138,-0.7970082,0.2917823,-0.4030848,-1.0436853,-0.9105556,0.3995422,-4.9729314,-2.2634141,-1.0090965,-0.7255286,-1.9343867,0.6013548,-0.4133123,-0.5199308,-2.4358361,1.2767388,-1.4129103,0.3265305,-0.3381974,-0.4943925,-3.2337105,0.504986,-0.9275143,3.369812,-2.8282154,-0.2772012,-0.480791,-0.456952,0.7454172,-3.5719748,1.3192886,6.2585344,-0.9909426,-1.2426779,2.7749972,-1.5226474,-0.2620249,-2.9524324,1.0905617,-2.4756768,-1.8137902,
74820,0.070927,0.4080955,-3.1616464,0.3281122,-1.6955003,-0.4684357,-1.2394665,-0.7880799,0.2797369,-0.4087414,-1.2169551,-0.8681383,0.3377243,-5.0035276,-2.8175099,-0.8044921,-0.7452765,-1.9405422,0.5935341,-0.4177509,-0.5407123,-2.4518235,1.3351737,-1.4163421,0.3134546,-0.3385169,-0.4937207,-3.2755544,0.5510503,-0.9055769,3.639534,-2.8550658,-0.3060707,-0.4830617,-0.5592753,0.7537508,-3.6504271,1.3482578,6.5800447,-0.9762964,-1.4706142,2.8119006,-1.5670116,-0.2663003,-2.9804659,1.1009133,-2.5094476,-1.8417076,
74821,0.0481662,0.4047673,-3.1800702,0.3162149,-1.8237773,-0.4584289,-1.2541945,-0.7891457,0.2719536,-0.4110557,-1.306618,-0.8565661,0.304063,-5.0442891,-3.0425732,-0.7716969,-0.7542166,-1.9506682,0.5874312,-0.4194193,-0.5562709,-2.4637952,1.3351737,-1.4163421,0.30575,-0.3384952,-0.5061211,-3.2986333,0.5603151,-0.8894836,3.7077539,-2.8802564,-0.3228772,-0.4836915,-0.6034618,0.7253535,-3.6895638,1.3627092,6.5800447,-0.9762964,-1.5605679,2.7971895,-1.5891378,-0.2684453,-2.9991319,1.1078058,-2.552386,-1.8562437,
74822,-0.0086985,0.3906803,-3.2260261,0.2865493,-2.0827413,-0.4742121,-1.2983015,-0.7923372,0.256155,-0.4166882,-1.4779911,-0.8576568,0.2534836,-5.1488538,-3.4968143,-0.8032144,-0.7917567,-1.977013,0.5725978,-0.4241962,-0.597677,-2.4956167,1.3391204,-1.4540707,0.2896317,-0.3404402,-0.543326,-3.3674874,0.5601478,-0.9478832,3.6400914,-2.9280181,-0.3566912,-0.4874721,-0.7129275,0.676957,-3.8065879,1.4059212,6.7057829,-1.1560929,-1.6480989,2.6379848,-1.6374707,-0.292017,-3.0426219,1.1238648,-2.6286361,-1.8984568,
74823,-0.0408144,0.3830896,-3.2535279,0.2688106,-2.1958683,-0.5245162,-1.3194748,-0.8006504,0.2472403,-0.4193882,-1.5496352,-0.8845973,0.1976378,-5.2155161,-3.6789851,-0.9320436,-0.8095672,-1.9971614,0.5646498,-0.427117,-0.628651,-2.5194018,1.3194027,-1.4739165,0.2808089,-0.3418146,-0.5681195,-3.4130895,0.5415835,-0.9798459,3.60671,-3.0240149,-0.3743205,-0.4897517,-0.7499714,0.6167723,-3.8745983,1.4310346,6.65558,-1.2037038,-1.7584347,2.5844734,-1.6606284,-0.3093249,-3.070545,1.1341757,-2.6878226,-1.9266839,
74824,-0.1070864,0.3533888,-3.3071969,0.2192328,-2.3878715,-0.6898668,-1.3690029,-0.8177947,0.228063,-0.4248353,-1.698665,-0.956778,0.0915757,-5.3833566,-3.9916835,-1.2467788,-0.8539866,-2.0473368,0.5435734,-0.4320262,-0.701017,-2.5628188,1.2454269,-1.5276334,0.2620452,-0.3459596,-0.6238779,-3.5148363,0.4585873,-1.0649303,3.2739425,-3.1854584,-0.4111046,-0.4963638,-0.8737415,0.501779,-4.0486674,1.4953108,6.4071875,-1.437538,-1.8883748,2.3527062,-1.7158872,-0.3559348,-3.1293945,1.1559062,-2.8218935,-1.9964731,
74825,-0.1428558,0.3395819,-3.3318033,0.1914904,-2.4479682,-0.8108606,-1.3995023,-0.8290182,0.2175436,-0.4272151,-1.7626854,-1.0067425,-0.0018572,-5.4510784,-4.1238146,-1.4306971,-0.8868301,-2.0683618,0.5328959,-0.434906,-0.7368582,-2.5903151,1.2062838,-1.5669156,0.2522006,-0.347855,-0.6675395,-3.552695,0.4216554,-1.1278592,3.110765,-3.2996485,-0.4301254,-0.499441,-0.9388846,0.4390325,-4.1448355,1.5308214,6.2601986,-1.5745716,-1.9748312,2.2015758,-1.7449546,-0.3811397,-3.1634066,1.1684655,-2.888418,-2.0311289,
74826,-0.2196134,0.3140443,-3.38836,0.1344482,-2.5682547,-1.0479386,-1.4581378,-0.8490372,0.1972896,-0.433068,-1.8702686,-1.1336447,-0.1444514,-5.6170592,-4.3019953,-1.9062055,-0.9460469,-2.1191263,0.5091192,-0.4397577,-0.7923065,-2.6566746,1.1134918,-1.6394154,0.2324416,-0.3525304,-0.7292984,-3.6638355,0.3209147,-1.2423766,2.6954391,-3.521642,-0.4669218,-0.5073107,-1.109883,0.3306392,-4.3360968,1.6014459,5.8652844,-1.8027269,-2.1893346,1.967178,-1.8107476,-0.4283662,-3.2312794,1.1935279,-3.0115232,-2.1128173,
74827,-0.2570194,0.2972058,-3.4187086,0.1091284,-2.6121922,-1.1872915,-1.4914025,-0.8559725,0.1870415,-0.4358068,-1.8976042,-1.2060273,-0.1942738,-5.7148085,-4.3443151,-2.1526203,-0.9786608,-2.139957,0.4972518,-0.4421845,-0.8279234,-2.6838386,1.0747205,-1.6781404,0.2230327,-0.3550276,-0.7601575,-3.7188683,0.301847,-1.3292239,2.5081694,-3.6525443,-0.4845369,-0.5108573,-1.1739203,0.2692732,-4.43119,1.6365598,5.7809401,-2.0147901,-2.3790751,1.9058371,-1.8522938,-0.4434655,-3.2682395,1.2071756,-3.0851665,-2.1536362,
74828,-0.3276714,0.2698048,-3.4776142,0.0626775,-2.6420445,-1.4649192,-1.5496567,-0.8759269,0.1659302,-0.4410436,-1.942917,-1.3627663,-0.3506342,-5.8536859,-4.348217,-2.7006326,-1.0225669,-2.1892257,0.4743269,-0.4468606,-0.8988797,-2.7378805,0.9974733,-1.7550251,0.2029315,-0.3591207,-0.815641,-3.8170738,0.2017213,-1.44102,2.1714988,-3.8868046,-0.5197001,-0.5179608,-1.3215442,0.1556071,-4.6108661,1.7029064,5.3998575,-2.2301588,-2.5874357,1.6800917,-1.9223942,-0.4834004,-3.3327646,1.231002,-3.1896462,-2.2400534,
74829,-0.362859,0.2561386,-3.5019376,0.0354762,-2.6471312,-1.5965844,-1.5776304,-0.8846934,0.1557239,-0.4437842,-1.9575691,-1.4381574,-0.3892392,-5.9365802,-4.350338,-2.9454544,-1.0444746,-2.2137508,0.462474,-0.4492791,-0.9291759,-2.760922,0.9507868,-1.7814447,0.1935491,-0.3616273,-0.8403004,-3.8603561,0.1651109,-1.5012147,2.0212355,-3.990947,-0.537287,-0.5214902,-1.3977971,0.1144524,-4.7049122,1.7376336,5.2631621,-2.3539643,-2.7714903,1.6211464,-1.9635832,-0.4984008,-3.3664875,1.2434545,-3.2543244,-2.2736161,
74830,-0.4256518,0.2299852,-3.5515277,-0.0048468,-2.6560886,-1.8398622,-1.6334087,-0.9022065,0.135657,-0.4491206,-1.9838703,-1.5785415,-0.4815387,-6.0786586,-4.3894815,-3.3298469,-1.0838454,-2.2577016,0.4415524,-0.4541773,-0.9792043,-2.8106263,0.8951126,-1.8563954,0.1744855,-0.3651642,-0.883404,-3.9355841,0.1011587,-1.6055601,1.7841442,-4.2166233,-0.5708698,-0.5278086,-1.5490196,0.0328195,-4.8640075,1.7963805,5.0912762,-2.6318803,-2.9538155,1.4373834,-2.0223989,-0.5370208,-3.4277065,1.26606,-3.3416793,-2.3456712,
74831,-0.4532788,0.2174855,-3.578373,-0.0219229,-2.6414013,-1.958702,-1.6511132,-0.9146234,0.1255943,-0.4513695,-1.9919888,-1.6350809,-0.5094261,-6.1476102,-4.3427739,-3.5418022,-1.1013039,-2.2771628,0.4300472,-0.4557574,-0.9939579,-2.8334763,0.8696352,-1.8815361,0.1651994,-0.3667956,-0.9018686,-3.9676311,0.1000035,-1.6595709,1.6671875,-4.2965417,-0.5863093,-0.5314319,-1.6170183,0.0034105,-4.9292216,1.8204613,5.0541544,-2.7854068,-3.0536549,1.3919181,-2.0526161,-0.5508836,-3.4552164,1.2762182,-3.3812015,-2.3782029,
74832,-0.5010848,0.1936393,-3.6303339,-0.0520738,-2.6587737,-2.1284475,-1.6902114,-0.9286355,0.1051863,-0.4554633,-2.005008,-1.7386785,-0.5439698,-6.2606153,-4.3264289,-3.8531568,-1.127468,-2.306258,0.4102173,-0.4595745,-1.0340573,-2.8638124,0.8557709,-1.9538002,0.1471982,-0.3698123,-0.9204945,-4.0381098,0.0973266,-1.7667491,1.6076689,-4.5171728,-0.617609,-0.5365621,-1.7252758,-0.0515048,-5.0591397,1.8684344,5.0229349,-3.0476792,-3.2511084,1.3017831,-2.1146879,-0.5678036,-3.5070682,1.2953647,-3.4692461,-2.4117234,
